project,feature_selection,metrics_configuration,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max,original_num_files_per_version,original_num_defective_files_per_version,original_training_num_files,original_testing_num_files,original_training_num_defective_files,original_testing_num_defective_files,num_training_files,num_testing_files,num_training_defective_files,num_testing_defective_files
hbase,mutual_info_classif_20p,Traditional + Designite + Fowler,0.2492204478648445,0.3333333333333333,0.5048780487804878,0.7317073170731707,0.3306742311578485,0.4094117647058824,0.6056471168757931,0.6826166643169322,0.3257045675413022,0.4042759961127308,8097,1382,21345,19140,21345,2255,11000,10290,1740,1640
hbase,mutual_info_classif_20p,Traditional + Fowler,0.2533178989425863,0.35071942446043164,0.4773299748110831,0.6045340050377834,0.32147007605047023,0.4133738601823708,0.5991913031950153,0.6698810875617474,0.3164213787761425,0.494577846630519,8097,1382,21345,19140,21345,2255,12135,12910,2095,1985
hbase,mutual_info_classif_50p,Designite,0.18169718493449746,0.18434913468773514,0.3411095305832149,0.3485064011379801,0.23709801081460385,0.2411417322834645,0.5497875991095451,0.55302752398657,0.2982412060301507,0.29918824893699264,8097,1382,21345,19140,21345,2255,30980,25870,5960,3515
hbase,mutual_info_classif_50p,Designite + Fowler,0.13746290070188494,0.14241960183767227,0.6610966057441253,0.7284595300261096,0.2275518607388808,0.2382578992314261,0.6403855455719191,0.6631766295415373,0.37684718263538697,0.3915807936855953,8097,1382,21345,19140,21345,2255,25450,22805,3075,1915
hbase,mutual_info_classif_50p,Fowler,0.13636434062555186,0.14129158512720155,0.6915289256198347,0.7458677685950413,0.2277943706844792,0.23757815070746954,0.6152379179883335,0.6342480705464328,0.4465157480314961,0.45649606299212603,8097,1382,21345,19140,21345,2255,27095,25400,4010,2420
hbase,mutual_info_classif_50p,Traditional,0.1920168211377951,0.25404944586530265,0.5152486187845303,0.7138121546961326,0.2678800394189945,0.2878635907723169,0.5723696878366321,0.5983443721371214,0.3860822413014008,0.5668022292513932,8097,1382,21345,19140,21345,2255,36460,33195,7905,4525
hbase,mutual_info_classif_50p,Traditional + Designite,0.18471318233960005,0.21480938416422288,0.5022759601706971,0.6415362731152204,0.2665040490894734,0.2885143081144649,0.5691988165872496,0.5962243482814649,0.3820641669887901,0.5767298028604562,8097,1382,21345,19140,21345,2255,30980,25870,5960,3515
hbase,mutual_info_classif_50p,Traditional + Designite + Fowler,0.2569425297507758,0.32656826568265684,0.6179878048780487,0.8018292682926829,0.3567325771858673,0.4074074074074074,0.6285892781615677,0.6729275341886366,0.3641885325558795,0.5335276967930029,8097,1382,21345,19140,21345,2255,11000,10290,1740,1640
hbase,mutual_info_classif_50p,Traditional + Fowler,0.25890458988650683,0.3156089193825043,0.5677581863979849,0.6700251889168766,0.3525923321790264,0.40828856485034537,0.631018681299679,0.6885595052135871,0.32517428350116184,0.4430673896204493,8097,1382,21345,19140,21345,2255,12135,12910,2095,1985
hbase,recursive_elimination,Designite,0.1834863267509856,0.18632607062359127,0.3448079658605975,0.3527738264580371,0.23951415325636224,0.2438544739429695,0.5517821980946914,0.5552730684515639,0.2974874371859297,0.2980286045612679,8097,1382,21345,19140,21345,2255,30980,25870,5960,3515
hbase,recursive_elimination,Designite + Fowler,0.14893028875022638,0.1574023115024766,0.7180156657963448,0.9321148825065274,0.2464001631595191,0.2666168782673637,0.6711308582691633,0.7341282885486203,0.3678798509098882,0.4306073229554922,8097,1382,21345,19140,21345,2255,25450,22805,3075,1915
hbase,recursive_elimination,Fowler,0.14509832308629714,0.14918256130790192,0.8111570247933884,0.9049586776859504,0.2461238827064001,0.25614035087719306,0.654066327888426,0.6807212883642981,0.4730905511811024,0.5007874015748032,8097,1382,21345,19140,21345,2255,27095,25400,4010,2420
hbase,recursive_elimination,Traditional,0.19674848875414752,0.25622119815668204,0.4318232044198895,0.6430939226519337,0.2598075179695604,0.29992289899768704,0.5627811522622642,0.601558215317376,0.3419641512275945,0.5324597077873173,8097,1382,21345,19140,21345,2255,36460,33195,7905,4525
hbase,recursive_elimination,Traditional + Designite,0.1809005712204552,0.2087980173482032,0.5310099573257467,0.7069701280227596,0.2659956624636813,0.2908933966335779,0.5687592841873647,0.5977899935509795,0.40374951681484345,0.5645535369153459,8097,1382,21345,19140,21345,2255,30980,25870,5960,3515
hbase,recursive_elimination,Traditional + Designite + Fowler,0.2626566954458627,0.3103448275862069,0.5542682926829268,0.7774390243902439,0.3461910225932389,0.3963782696177063,0.6217873255322149,0.6650200902298041,0.3322157434402332,0.5058309037900874,8097,1382,21345,19140,21345,2255,11000,10290,1740,1640
hbase,recursive_elimination,Traditional + Fowler,0.2252033120627829,0.2787286063569682,0.5511335012594459,0.7632241813602015,0.31000943155769234,0.3753086419753086,0.5876033639020342,0.6521422107453498,0.38714175058094497,0.5743609604957397,8097,1382,21345,19140,21345,2255,12135,12910,2095,1985
helix,all,Designite,0.18768685989650424,0.21428571428571427,0.2588235294117647,0.29411764705882354,0.21562283254844364,0.22950819672131145,0.5447897715787345,0.5573782090155649,0.2421289355322339,0.29685157421289354,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,all,Designite + Fowler,0.18242826320866395,0.19298245614035087,0.7382978723404255,0.8723404255319149,0.2920216188299959,0.3035714285714286,0.7308980527779866,0.7515412375009398,0.2753670473083197,0.35073409461663946,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,all,Fowler,0.1957434848486225,0.2059800664451827,0.767123287671233,0.9041095890410958,0.3097169675880439,0.3315508021390374,0.7024010714985736,0.7367532722085501,0.3488603988603989,0.4088319088319088,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,all,Traditional,0.23122807182431815,0.2841530054644809,0.496,0.648,0.3042610360116979,0.3809523809523809,0.605710843373494,0.6847228915662651,0.3132984293193718,0.5445026178010471,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,all,Traditional + Designite,0.21414282716446875,0.2525773195876289,0.4564705882352942,0.6470588235294118,0.2866167913589607,0.35125448028673834,0.5996270466949668,0.6697493430361835,0.2937031484257871,0.4617691154422789,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,all,Traditional + Designite + Fowler,0.24804903236862805,0.3108108108108108,0.4195121951219513,0.7804878048780488,0.3029978865320456,0.4000000000000001,0.5846376141486533,0.6746040920124841,0.30396825396825394,0.4126984126984127,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,all,Traditional + Fowler,0.33634104838483625,0.4153846153846154,0.4873015873015872,0.7301587301587301,0.3878315253863716,0.4685714285714286,0.6439713064713064,0.7116147741147741,0.252,0.3253333333333333,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,chi2_20p,Designite,0.3206530612244897,0.32653061224489793,0.18823529411764706,0.18823529411764706,0.2372139303482587,0.2388059701492537,0.5649939357186172,0.565767131594906,0.15427286356821585,0.15442278860569714,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,chi2_20p,Designite + Fowler,0.14869967590283914,0.15517241379310345,0.8297872340425532,0.8936170212765957,0.2520794059557451,0.25806451612903225,0.7174554544771071,0.7356777685888278,0.3776508972267537,0.399673735725938,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,chi2_20p,Fowler,0.18220230473751606,0.18309859154929573,0.3561643835616439,0.3561643835616438,0.24107665805340234,0.2418604651162791,0.5853158960733498,0.5858723348650827,0.2331908831908832,0.2336182336182336,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,chi2_20p,Traditional,0.18797544458737345,0.2269129287598945,0.5448,0.752,0.2765211827987556,0.3412698412698413,0.5892072289156627,0.6734216867469879,0.3780104712041885,0.5853403141361256,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,chi2_20p,Traditional + Designite,0.18939659494140806,0.2431192660550459,0.5976470588235294,0.7411764705882353,0.28484765102086546,0.34983498349834985,0.6057822922983628,0.6772892662219527,0.3881559220389806,0.5667166416791605,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,chi2_20p,Traditional + Designite + Fowler,0.19595890977580974,0.2558139534883721,0.5024390243902438,0.8048780487804879,0.27850369412426024,0.3882352941176471,0.5609351520055486,0.6749508727314761,0.3996031746031746,0.492063492063492,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,chi2_20p,Traditional + Fowler,0.24682130292130186,0.2937062937062937,0.5333333333333334,0.6825396825396826,0.3354531259582625,0.4077669902912621,0.6052884615384616,0.671474358974359,0.34693333333333337,0.392,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,chi2_50p,Designite,0.16038041434826406,0.17355371900826447,0.2894117647058824,0.29411764705882354,0.2060920761826822,0.2074688796680498,0.533795229431979,0.5376187588437437,0.2841079460269865,0.29235382308845576,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,chi2_50p,Designite + Fowler,0.14512666310564526,0.14893617021276595,0.725531914893617,0.8936170212765957,0.24155153996789425,0.25531914893617025,0.6856458161040523,0.7347943763626794,0.3481239804241435,0.399673735725938,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,chi2_50p,Fowler,0.16951164678047653,0.1793103448275862,0.363013698630137,0.4246575342465753,0.2309047915733241,0.2421875,0.5781682165646711,0.5915020580612844,0.25142450142450146,0.27635327635327633,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,chi2_50p,Traditional,0.2172207943147341,0.2626728110599078,0.5760000000000001,0.736,0.3099891014346227,0.3645083932853717,0.622578313253012,0.6878795180722892,0.3430366492146597,0.5298429319371728,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,chi2_50p,Traditional + Designite,0.20576596029811134,0.25153374233128833,0.5141176470588235,0.7411764705882353,0.2904208397950313,0.3405405405405405,0.6099797857287246,0.6798665858095816,0.3185907046476762,0.4212893553223389,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,chi2_50p,Traditional + Designite + Fowler,0.2208420109907724,0.2777777777777778,0.41707317073170735,0.6829268292682927,0.2826990182457835,0.36641221374045796,0.5609062536122991,0.6362848225638654,0.3420634920634921,0.4523809523809524,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,chi2_50p,Traditional + Fowler,0.30546411916239263,0.42424242424242425,0.5222222222222223,0.6825396825396826,0.3787809961520296,0.5185185185185185,0.6351495726495726,0.7419871794871794,0.2898666666666667,0.43466666666666665,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,f_classif_20,Designite,0.3010434782608695,0.32,0.2682352941176472,0.9882352941176472,0.2363786008230452,0.23703703703703705,0.5597190216292701,0.5649080250656964,0.22308845577211384,0.8410794602698649,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,f_classif_20,Designite + Fowler,0.14851314787659167,0.15319148936170213,0.8297872340425532,0.8936170212765957,0.2518168105798052,0.25531914893617025,0.7171904368092624,0.7347943763626794,0.3781402936378466,0.399673735725938,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,f_classif_20,Fowler,0.18269236903182715,0.18493150684931506,0.36986301369863017,0.3698630136986301,0.24457305375113605,0.2465753424657534,0.5889060696474073,0.5903369122547204,0.23760683760683765,0.2393162393162393,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,f_classif_20,Traditional,0.19520981361614406,0.2323232323232323,0.5464,0.736,0.2851001020221536,0.35316698656429946,0.6041638554216866,0.6848674698795181,0.3531937172774869,0.43769633507853395,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,f_classif_20,Traditional + Designite,0.1917549010646516,0.2346153846153846,0.5635294117647061,0.7529411764705882,0.2833969097499701,0.35362318840579715,0.6041014756418032,0.6878613300990499,0.3656671664167916,0.5187406296851574,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,f_classif_20,Traditional + Designite + Fowler,0.1895502436627226,0.24489795918367346,0.4487804878048781,0.6341463414634146,0.26366679313056063,0.34532374100719426,0.5395561206796902,0.6173274765923014,0.3992063492063492,0.5119047619047619,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,f_classif_20,Traditional + Fowler,0.2700455275213756,0.29464285714285715,0.5492063492063491,0.6825396825396826,0.3590523277379326,0.4020100502512563,0.6233211233211234,0.6636141636141636,0.3274666666666667,0.39466666666666667,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,f_classif_50,Designite,0.2037251121992933,0.3666666666666665,0.2517647058823529,0.29411764705882354,0.20962873527891296,0.2318840579710145,0.5416040024257125,0.5623307054780675,0.2424287856071964,0.2863568215892054,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,f_classif_50,Designite + Fowler,0.14813241818633044,0.15584415584415584,0.7404255319148936,0.8936170212765957,0.2465998135134443,0.2589928057553956,0.6934459815051499,0.7347943763626794,0.3463295269168026,0.399673735725938,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,f_classif_50,Fowler,0.17512690507481618,0.18666666666666668,0.3671232876712328,0.410958904109589,0.23699371839495634,0.25112107623318386,0.5830846962998455,0.5948014896443583,0.2458689458689459,0.2663817663817664,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,f_classif_50,Traditional,0.2325769104975569,0.27631578947368424,0.5399999999999999,0.68,0.32289476842468706,0.3916083916083917,0.6337349397590362,0.7034698795180724,0.2970680628272251,0.3853403141361256,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,f_classif_50,Traditional + Designite,0.2001394412907369,0.2279069767441861,0.5164705882352941,0.7411764705882353,0.2859261289384508,0.3420289855072464,0.6045411360420457,0.6807256923387912,0.32983508245877063,0.4407796101949025,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,f_classif_50,Traditional + Designite + Fowler,0.2335753942687856,0.26785714285714285,0.4634146341463414,0.6829268292682927,0.30446433422349256,0.3758389261744967,0.5866836203907063,0.6518899549185067,0.3301587301587301,0.4166666666666667,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,f_classif_50,Traditional + Fowler,0.2885640797443253,0.3882352941176471,0.5365079365079366,0.6984126984126984,0.3714710100665249,0.4459459459459459,0.6291514041514039,0.6785714285714285,0.3093333333333333,0.44266666666666665,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,mutual_info_classif_20p,Designite,0.31999999999999995,0.32,0.18823529411764706,0.18823529411764706,0.237037037037037,0.23703703703703705,0.5649080250656963,0.5649080250656964,0.1544227886056971,0.15442278860569714,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,mutual_info_classif_20p,Designite + Fowler,0.16307482340968724,0.16981132075471694,0.8042553191489361,0.8936170212765957,0.2702951279518601,0.2847457627118644,0.7309262461469063,0.7648297120517256,0.3311582381729201,0.36704730831973903,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,mutual_info_classif_20p,Fowler,0.18133073360955404,0.18181818181818185,0.4109589041095891,0.9041095890410958,0.2462630792227206,0.2959641255605381,0.5973713439466866,0.7080166387176863,0.2549857549857549,0.4472934472934473,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,mutual_info_classif_20p,Traditional,0.19367762265025826,0.26605504587155965,0.5327999999999999,0.72,0.2813763463903135,0.38495575221238937,0.5946530120481928,0.7034216867469879,0.35968586387434553,0.5424083769633508,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,mutual_info_classif_20p,Traditional + Designite,0.19552970466332786,0.23694779116465864,0.5576470588235294,0.7176470588235294,0.2875195151387854,0.3532934131736527,0.608119062057813,0.6838285829795837,0.35427286356821586,0.5067466266866567,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,mutual_info_classif_20p,Traditional + Designite + Fowler,0.2331174523399384,0.3125,0.5048780487804878,0.7073170731707317,0.3132195264940221,0.3918918918918919,0.5915385504565946,0.668824413362617,0.35,0.4365079365079365,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,mutual_info_classif_20p,Traditional + Fowler,0.26039928676564705,0.29523809523809524,0.4825396825396824,0.6507936507936508,0.3326569926973144,0.3778801843317972,0.6018467643467643,0.6443070818070817,0.3189333333333333,0.3893333333333333,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,mutual_info_classif_50p,Designite,0.2833333333333333,0.2833333333333333,0.2,0.2,0.2344827586206897,0.2344827586206897,0.5630584192439861,0.5630584192439863,0.1664167916041979,0.1664167916041979,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,mutual_info_classif_50p,Designite + Fowler,0.16067404202729302,0.16371681415929204,0.7872340425531915,0.8723404255319149,0.2667862244503753,0.27106227106227104,0.7227689647394934,0.7400571385610105,0.33181076672104404,0.3719412724306688,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,mutual_info_classif_50p,Fowler,0.18431319179687047,0.1946902654867257,0.31095890410958904,0.3698630136986301,0.2308792382405358,0.2443438914027149,0.5755112485571792,0.5887470871354836,0.214957264957265,0.2407407407407408,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,mutual_info_classif_50p,Traditional,0.22827850816946404,0.27547169811320754,0.5408,0.672,0.3134472575360496,0.3842592592592593,0.6166650602409639,0.6970602409638554,0.3273298429319372,0.606282722513089,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,mutual_info_classif_50p,Traditional + Designite,0.20152473703893986,0.2375,0.5694117647058824,0.7176470588235294,0.2947737738576477,0.3507692307692308,0.6131423084697798,0.6780776228016979,0.35427286356821586,0.5217391304347826,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,mutual_info_classif_50p,Traditional + Designite + Fowler,0.2400269716558286,0.36,0.5097560975609756,0.7073170731707317,0.3213264759308842,0.4062500000000001,0.5953993757947058,0.672523407698532,0.3468253968253968,0.4365079365079365,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,mutual_info_classif_50p,Traditional + Fowler,0.2985267600344155,0.4383561643835616,0.5460317460317461,0.7460317460317459,0.3762230644814355,0.4705882352941176,0.6310286935286935,0.6909340659340659,0.3125333333333333,0.5306666666666666,3363,482,12555,4260,12555,385,6685,1875,1430,315
helix,recursive_elimination,Designite,0.1963913701368291,0.21495327102803727,0.268235294117647,0.2823529411764706,0.2257460181618253,0.2395833333333333,0.5519870628663837,0.5631291691934507,0.2365817091454273,0.29535232383808097,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,recursive_elimination,Designite + Fowler,0.1717906441078492,0.1837837837837838,0.6893617021276596,0.8723404255319149,0.2741607483464447,0.2931034482758621,0.7064299676716037,0.7391737463348621,0.27911908646003264,0.3735725938009788,3363,482,12555,4260,12555,385,10930,3065,1375,235
helix,recursive_elimination,Fowler,0.18639932762273187,0.19090909090909086,0.3054794520547945,0.3698630136986301,0.2307271701492176,0.2378854625550661,0.5749972776967137,0.583977611777773,0.21153846153846154,0.24643874643874644,3363,482,12555,4260,12555,385,12190,3510,1725,365
helix,recursive_elimination,Traditional,0.20261658622176196,0.24861878453038674,0.5319999999999999,0.72,0.2921157520665831,0.3696098562628337,0.6111204819277107,0.6961445783132529,0.3304712041884817,0.3664921465968585,3363,482,12555,4260,12555,385,16295,4775,3095,625
helix,recursive_elimination,Traditional + Designite,0.18423324584036804,0.2298387096774193,0.54,0.7647058823529411,0.2728396437277585,0.34234234234234234,0.5986941580756014,0.6712047705680211,0.3575712143928036,0.4437781109445277,3363,482,12555,4260,12555,385,11815,3335,2540,425
helix,recursive_elimination,Traditional + Designite + Fowler,0.20378924117018535,0.2796610169491525,0.475609756097561,0.8048780487804879,0.2797423011979388,0.4150943396226415,0.5641081955843255,0.7010172234423765,0.3761904761904762,0.5119047619047619,3363,482,12555,4260,12555,385,4885,1260,1140,205
helix,recursive_elimination,Traditional + Fowler,0.2670392928852133,0.3163265306122449,0.5301587301587302,0.7619047619047619,0.3503731701734819,0.42857142857142855,0.6176434676434677,0.6874999999999999,0.3242666666666666,0.39466666666666667,3363,482,12555,4260,12555,385,6685,1875,1430,315
hive,all,Designite,0.5363339435590307,0.5792349726775956,0.2129562775772162,0.2691536301644605,0.30138257349067243,0.3478486262312079,0.525791663378772,0.5324424782834559,0.4491053311197196,0.4643054786939679,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,all,Designite + Fowler,0.547941498317691,0.5575139146567718,0.8683797287651677,0.9114917915774446,0.6717598895361483,0.6784726065301605,0.7706068024933329,0.776795425324396,0.2658912994855737,0.2746589129948557,10655,2520,37120,16155,37120,4400,48805,22355,12310,7005
hive,all,Fowler,0.4809987086455612,0.48360058309037895,0.9102530824140168,0.9467878001297858,0.6292306532879091,0.635460366526827,0.7228313586356675,0.7292550216352898,0.34424999999999994,0.3577083333333333,10655,2520,37120,16155,37120,4400,52795,24000,13630,7705
hive,all,Traditional,0.5527007124636919,0.6862188584042889,0.5014012303485986,1.0,0.4841511544955496,0.7137936690175495,0.5787535953067497,0.7400506081579626,0.41144605282793617,0.5633487539173258,10655,2520,37120,16155,37120,4400,74435,33505,25985,14630
hive,all,Traditional + Designite,0.6137981811182994,0.8904338153503893,0.4434416365824309,0.8038507821901324,0.4835343107847499,0.7462130039617805,0.5964646707502318,0.7874583670342534,0.3912562257885999,0.6246080059029699,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,all,Traditional + Designite + Fowler,0.6564605627833215,0.7725752508361204,0.4822638146167557,0.7709447415329769,0.5348383824908547,0.7534843205574914,0.6145903523485925,0.7523416629630161,0.3855867916108881,0.5841142347166444,10655,2520,37120,16155,37120,4400,25055,11205,9985,5610
hive,all,Traditional + Fowler,0.6498827886551243,0.7754716981132076,0.549396621078037,0.7851971037811746,0.5730610761607752,0.734375,0.6429901500964184,0.7483556603007271,0.3499442171811082,0.5224990702863518,10655,2520,37120,16155,37120,4400,30020,13445,11085,6215
hive,chi2_20p,Designite,0.5591622088599286,0.5644329896907216,0.18359406337745687,0.22743682310469315,0.2759127914455456,0.31746920492721165,0.5298776327816247,0.5304551514733056,0.4423353624792474,0.4497325216749677,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,chi2_20p,Designite + Fowler,0.5171697105673717,0.5221870047543582,0.9414703783012132,0.9721627408993576,0.6674921573663222,0.6715923566878982,0.7701000099975124,0.7740292531858352,0.2938716170878998,0.30015656452695144,10655,2520,37120,16155,37120,4400,48805,22355,12310,7005
hive,chi2_20p,Fowler,0.6027090469062824,0.6118355065195586,0.4060999351070733,0.4101232965606749,0.4851960644576261,0.4864235841737781,0.6397176570288359,0.6405365942145138,0.2766666666666667,0.28541666666666665,10655,2520,37120,16155,37120,4400,52795,24000,13630,7705
hive,chi2_20p,Traditional,0.6215241826806844,0.9439868204283359,0.468010936431989,0.7833219412166781,0.5031011674100354,0.7313940309784662,0.6215816271563919,0.7802357941814199,0.35896134905238025,0.5393224891807193,10655,2520,37120,16155,37120,4400,74435,33505,25985,14630
hive,chi2_20p,Traditional + Designite,0.5989843042873965,0.9095100864553314,0.507581227436823,1.0,0.5089352936744322,0.7464522232734153,0.5979846027894498,0.7896760519618867,0.3947611141855746,0.5838406198118429,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,chi2_20p,Traditional + Designite + Fowler,0.6574617197575563,0.7425044091710759,0.5399286987522282,1.0,0.5506041615734734,0.7399202481169695,0.6123235987058727,0.7380551294366151,0.3877733154841588,0.5323516287371709,10655,2520,37120,16155,37120,4400,25055,11205,9985,5610
hive,chi2_20p,Traditional + Fowler,0.6156303910413656,0.7089487402258905,0.482461786001609,0.7393403057119872,0.5214950812367081,0.6853094705443699,0.611424530621828,0.7124013423998736,0.3788397173670509,0.5072517664559316,10655,2520,37120,16155,37120,4400,30020,13445,11085,6215
hive,chi2_50p,Designite,0.5374857092155839,0.5649122807017544,0.2799839550742078,0.8744484556758925,0.3372624388277413,0.6329849012775842,0.5311463491218034,0.5589796923188205,0.448699501936912,0.4663346246080059,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,chi2_50p,Designite + Fowler,0.5305411215751727,0.5423060061376589,0.9032119914346894,0.9286224125624554,0.6683537057479919,0.6719174361759913,0.7691467123297225,0.7714378050113111,0.2808991277119213,0.2880787295906956,10655,2520,37120,16155,37120,4400,48805,22355,12310,7005
hive,chi2_50p,Fowler,0.5832768082931366,0.5856401384083045,0.4437378325762492,0.4510058403634004,0.5040049145536563,0.5078553160394592,0.6469072716118436,0.6486388514489602,0.28037500000000004,0.2810416666666667,10655,2520,37120,16155,37120,4400,52795,24000,13630,7705
hive,chi2_50p,Traditional,0.5750035977374984,0.9509306260575296,0.5255980861244021,1.0,0.5091779759906624,0.7175994892530325,0.5903222218701479,0.7765834514039464,0.4014773914341143,0.5757349649306074,10655,2520,37120,16155,37120,4400,74435,33505,25985,14630
hive,chi2_50p,Traditional + Designite,0.5642379118644132,0.7150558336542164,0.4262735659847573,0.7966305655836342,0.45032233106492814,0.7307473982970673,0.6040862365442913,0.7460767197332859,0.3816454528684744,0.5884523150710201,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,chi2_50p,Traditional + Designite + Fowler,0.6644350304261564,0.7686832740213523,0.5044563279857397,1.0,0.5315636481606691,0.7693677649154052,0.6117009075138707,0.7688515815782808,0.3884426595269969,0.4993306559571621,10655,2520,37120,16155,37120,4400,25055,11205,9985,5610
hive,chi2_50p,Traditional + Fowler,0.6741057645931828,0.7723342939481268,0.521158487530169,0.7586484312148029,0.5604620507217473,0.7275578204625637,0.6467479851205479,0.7418934692646735,0.3437709185570844,0.5128300483451097,10655,2520,37120,16155,37120,4400,30020,13445,11085,6215
hive,f_classif_20,Designite,0.5558085768051644,0.5644329896907216,0.1878058563979142,0.22743682310469315,0.2798951164351925,0.31746920492721165,0.5294903598929463,0.5304551514733056,0.4430916805017525,0.4497325216749677,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,f_classif_20,Designite + Fowler,0.5163584890072189,0.5196595054722335,0.9455389007851532,0.9735902926481084,0.6678279937125225,0.6722981366459627,0.7706196132590263,0.775866121685999,0.29467680608365016,0.2999329009170208,10655,2520,37120,16155,37120,4400,48805,22355,12310,7005
hive,f_classif_20,Fowler,0.6027090469062824,0.6118355065195586,0.4060999351070733,0.4101232965606749,0.4851960644576261,0.4864235841737781,0.6397176570288359,0.6405365942145138,0.2766666666666667,0.28541666666666665,10655,2520,37120,16155,37120,4400,52795,24000,13630,7705
hive,f_classif_20,Traditional,0.6316693921061638,0.9429511793746572,0.4628161312371838,0.7843472317156528,0.497822878262648,0.725520431765613,0.6183087278702476,0.7799708935191682,0.3619907476496046,0.5508133114460528,10655,2520,37120,16155,37120,4400,74435,33505,25985,14630
hive,f_classif_20,Traditional + Designite,0.5903811362772166,0.9095022624434388,0.5150822302446851,1.0,0.5018029959675299,0.7547524055386059,0.5842829184010312,0.7951806040520014,0.41016417635122665,0.5921416712783619,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,f_classif_20,Traditional + Designite + Fowler,0.6726009281427769,0.8051948051948052,0.5749554367201426,1.0,0.5824110976439743,0.7305590584279109,0.6320711053127076,0.7166635603790626,0.3680053547523427,0.4993306559571621,10655,2520,37120,16155,37120,4400,25055,11205,9985,5610
hive,f_classif_20,Traditional + Fowler,0.6715385517897781,0.7994505494505495,0.454223652453741,0.7562349155269509,0.5089091221988138,0.7270450751252088,0.6212335413029424,0.7528516539091944,0.3661584232056527,0.5072517664559316,10655,2520,37120,16155,37120,4400,30020,13445,11085,6215
hive,f_classif_50,Designite,0.5270947618410071,0.5551515151515152,0.2180104292017649,0.2683513838748496,0.30590770907842224,0.3472618738645211,0.5239642309943251,0.531315757892591,0.4514849658734551,0.4639365430732337,10655,2520,37120,16155,37120,4400,60240,27105,21465,12465
hive,f_classif_50,Designite + Fowler,0.5324412163502843,0.5453339230429014,0.8961456102783725,0.9221984296930764,0.6679095425270838,0.673402512288367,0.7684148246831602,0.7732802535183105,0.27926638335942744,0.2874077387609036,10655,2520,37120,16155,37120,4400,48805,22355,12310,7005
