dataset,feature_selection,precision_mean,precision_max,recall_mean,recall_max,f1_measure_mean,f1_measure_max,auc_roc_mean,auc_roc_max,brier_score_mean,brier_score_max
Traditional,f_classif_50,0.08334802609969678,0.1261904761904762,0.29769230769230776,0.5615384615384615,0.12092818424760576,0.19272727272727272,0.524525912154311,0.5929700209156402,0.28168067226890753,0.6229691876750699
Traditional,mutual_info_classif_20p,0.10244951302560934,0.1216429699842022,0.4046153846153846,0.5923076923076923,0.16179103209620438,0.2018348623853211,0.5663258191959099,0.6281780153381362,0.29551820728291317,0.3736694677871149
Traditional,mutual_info_classif_50p,0.0962143367925232,0.15123456790123455,0.2646153846153846,0.5692307692307692,0.13041278976357878,0.2158590308370044,0.527745758772949,0.6181501278178015,0.24745098039215688,0.44089635854341735
Traditional,recursive_elimination,0.09182566506413599,0.1262699564586357,0.39461538461538465,0.6692307692307692,0.14826467822047112,0.21245421245421245,0.5488182663258192,0.6527422728329072,0.31943977591036415,0.3613445378151261
Traditional + Designite,all,0.07947091484511755,0.11578947368421053,0.3323076923076923,0.5384615384615384,0.1235382663435349,0.18857142857142856,0.5618007135256933,0.6513237779307754,0.23176197836166926,0.4389489953632149
Traditional + Designite,chi2_20p,0.07471139971935707,0.10723860589812333,0.48923076923076925,0.6615384615384615,0.12874361590556294,0.18264840182648398,0.5784640420604619,0.6722163109469863,0.3412673879443585,0.5703245749613601
Traditional + Designite,chi2_50p,0.059226743579920235,0.07878787878787878,0.36307692307692313,0.6461538461538462,0.09828069976141304,0.13164556962025314,0.5311723101959067,0.5875195593665894,0.3176197836166924,0.5255023183925811
Traditional + Designite,f_classif_20,0.07312724779172566,0.08243727598566307,0.5353846153846155,0.8,0.1264700538508218,0.1476725521669342,0.5838029667647243,0.6455467234149089,0.37264296754250387,0.6120556414219475
Traditional + Designite,f_classif_50,0.06767350425529499,0.12459016393442625,0.3553846153846154,0.5846153846153846,0.1072367200765532,0.20540540540540544,0.5409144395067911,0.6836827940163986,0.2921947449768161,0.616692426584235
Traditional + Designite,mutual_info_classif_20p,0.07336423847700267,0.10335195530726256,0.3584615384615385,0.5692307692307692,0.11951042016982269,0.17494089834515367,0.5498979783438693,0.6540214057707955,0.2778979907264297,0.5502318392581144
Traditional + Designite,mutual_info_classif_50p,0.07169681558413474,0.11009174311926606,0.38307692307692315,0.6,0.11535695118827982,0.17449664429530198,0.5453220254115291,0.6604556550040683,0.3087326120556414,0.5309119010819165
Traditional + Designite,recursive_elimination,0.07221700461372452,0.09591836734693876,0.46769230769230774,0.7384615384615385,0.1246728567622573,0.16936936936936936,0.5822594980284159,0.6845277586530638,0.31468315301391037,0.3639876352395672
Traditional + Designite + Fowler,all,0.12498216529799924,0.2195121951219512,0.267741935483871,0.4516129032258064,0.15995916877053998,0.25,0.5728877041436091,0.6306181670940748,0.15913555992141454,0.25343811394891946
Traditional + Designite + Fowler,chi2_20p,0.11978940356614576,0.14743589743589744,0.5741935483870968,0.7419354838709677,0.1972860625032477,0.24598930481283424,0.644523552436226,0.7318464030233499,0.29371316306483297,0.4381139489194499
Traditional + Designite + Fowler,chi2_50p,0.12244436541308704,0.2222222222222222,0.3580645161290323,0.5483870967741935,0.18065746585522652,0.3106796116504854,0.5980699149682819,0.6994871102712917,0.19115913555992142,0.2593320235756385
Traditional + Designite + Fowler,f_classif_20,0.12049680182687303,0.15671641791044774,0.6161290322580646,0.8064516129032258,0.19908799244366387,0.2545454545454546,0.6522067755432582,0.7308003779187475,0.3161100196463654,0.6267190569744597
Traditional + Designite + Fowler,f_classif_50,0.12774918977802252,0.21739130434782608,0.3,0.5483870967741935,0.16498393947737863,0.2575757575757576,0.5697698744769875,0.6863274396004859,0.19332023575638507,0.4695481335952849
Traditional + Designite + Fowler,mutual_info_classif_20p,0.09688839218467833,0.2222222222222222,0.2516129032258065,0.5161290322580645,0.12990005074517758,0.2388059701492537,0.5378357403158321,0.6016668916183019,0.21080550098231826,0.3457760314341847
Traditional + Designite + Fowler,mutual_info_classif_50p,0.10980506408603559,0.17142857142857146,0.2258064516129032,0.5806451612903226,0.13203245267318495,0.25,0.5527567822918072,0.6909501957079227,0.1601178781925344,0.4675834970530452
Traditional + Designite + Fowler,recursive_elimination,0.11842308067682725,0.15602836879432624,0.5838709677419356,0.8387096774193549,0.19647258101974713,0.2600000000000001,0.65114050479147,0.7697732487515185,0.28978388998035365,0.3654223968565815
Traditional + Fowler,all,0.12241244371539325,0.18181818181818185,0.25,0.4565217391304348,0.1463245655944327,0.2,0.5473642172523963,0.6140436171690513,0.19598214285714288,0.40625
Traditional + Fowler,chi2_20p,0.1301411058035866,0.16744186046511628,0.5630434782608695,0.7826086956521741,0.2101732419164108,0.2758620689655172,0.6393492151687734,0.7483331018196971,0.2947916666666666,0.4330357142857143
Traditional + Fowler,chi2_50p,0.1406577732769588,0.20930232558139536,0.21956521739130436,0.4565217391304348,0.16169751588462705,0.245398773006135,0.5597826086956521,0.6399152660091679,0.14657738095238096,0.21577380952380956
Traditional + Fowler,f_classif_20,0.12999404820053995,0.15469613259668508,0.5173913043478261,0.6739130434782609,0.20700772387559624,0.2466960352422907,0.6324975691068204,0.6844006111959995,0.2681547619047619,0.30952380952380953
Traditional + Fowler,f_classif_50,0.11183055912989825,0.17391304347826084,0.1695652173913043,0.43478260869565216,0.11055125378922821,0.2150537634408602,0.5206452285039589,0.6215446589804139,0.17633928571428573,0.4732142857142857
Traditional + Fowler,mutual_info_classif_20p,0.150019558793672,0.22916666666666666,0.46304347826086956,0.7173913043478259,0.22333097667267854,0.3116883116883117,0.6331990554243645,0.7181205723017087,0.2199404761904762,0.28125
Traditional + Fowler,mutual_info_classif_50p,0.13705279753761324,0.22,0.23260869565217387,0.5,0.1475353382895638,0.22916666666666666,0.5466557855257675,0.6445686900958466,0.18229166666666669,0.4092261904761905
Traditional + Fowler,recursive_elimination,0.14793658393282394,0.15966386554621848,0.5717391304347826,0.7826086956521741,0.2321619695051537,0.2631578947368421,0.6647034310320878,0.7326712043339353,0.2550595238095238,0.33035714285714285
Designite,all,0.19830919395581298,0.21052631578947367,0.375,0.40625,0.2592224066763583,0.2708333333333333,0.590488047808765,0.6015313745019921,0.24275618374558303,0.2756183745583039
Designite,chi2_20p,0.12396694214876033,0.12396694214876032,0.9375,0.9375,0.21897810218978103,0.21897810218978106,0.5464392430278886,0.5464392430278885,0.7561837455830389,0.7561837455830389
Designite,chi2_50p,0.13700572982726386,0.19298245614035087,0.778125,0.90625,0.2238626088548937,0.2471910112359551,0.5553971613545816,0.5802415338645417,0.6169611307420494,0.7314487632508834
Designite,f_classif_20,0.17352965216601582,0.19047619047619047,0.484375,0.9375,0.24194631991187632,0.25263157894736843,0.5748568227091633,0.5859063745019921,0.3551236749116608,0.7561837455830389
Designite,f_classif_50,0.14547580789308515,0.2033898305084746,0.74375,0.96875,0.23104404845520293,0.2637362637362637,0.564305278884462,0.5938745019920318,0.5745583038869257,0.7597173144876325
Designite,mutual_info_classif_20p,0.0,0.0,0.0,0.0,0.0,0.0,0.4892430278884462,0.5,0.13215547703180214,0.13427561837455831
Designite,mutual_info_classif_50p,0.17477646184305512,0.21428571428571427,0.38125,0.40625,0.23693757271738924,0.2432432432432432,0.5734935258964144,0.5756349601593626,0.2777385159010601,0.3003533568904594
Designite,recursive_elimination,0.13242814296110436,0.16923076923076924,0.853125,0.9375,0.22508679036900991,0.2317596566523605,0.5610246513944223,0.5752614541832669,0.6650176678445229,0.7420494699646644
Designite + Fowler,all,0.23456032832913615,0.38235294117647056,0.6227272727272727,0.8181818181818182,0.33722221266564845,0.4642857142857143,0.7026781903542467,0.7799829278702519,0.2323404255319149,0.2680851063829787
Designite + Fowler,chi2_20p,0.20869189069653465,0.2916666666666667,0.4045454545454545,0.6363636363636364,0.27391094111502196,0.4,0.6278595817328212,0.7383696116090482,0.19063829787234043,0.2
Designite + Fowler,chi2_50p,0.207813822293208,0.24675324675324675,0.75,1.0,0.32482193673942017,0.3838383838383838,0.7273474178403757,0.8145539906103286,0.29106382978723405,0.33617021276595743
Designite + Fowler,f_classif_20,0.19784667862916835,0.2857142857142857,0.3909090909090909,0.6363636363636364,0.2609371075345871,0.39436619718309857,0.6184592402902263,0.7360221937686726,0.19659574468085106,0.2170212765957447
Designite + Fowler,f_classif_50,0.20885099373004956,0.2533333333333333,0.7636363636363637,1.0,0.3274863441653768,0.3917525773195877,0.7325224071702945,0.8169014084507042,0.2927659574468085,0.3319148936170213
Designite + Fowler,mutual_info_classif_20p,0.19282416178675083,0.2916666666666667,0.7090909090909092,0.9090909090909092,0.3009129198091249,0.4,0.6975032010243277,0.7737942808365343,0.31191489361702124,0.348936170212766
Designite + Fowler,mutual_info_classif_50p,0.20819556729777985,0.2222222222222222,0.6909090909090909,0.9090909090909092,0.3192799544423043,0.3571428571428571,0.7104780196329492,0.7902262057191634,0.2736170212765957,0.30638297872340425
Designite + Fowler,recursive_elimination,0.20574643073764487,0.2297297297297297,0.6909090909090909,0.8181818181818182,0.316765948996283,0.3541666666666667,0.707895860008536,0.7565087494664962,0.2782978723404255,0.3021276595744681
Fowler,all,0.18387265522782145,0.2013888888888889,0.7514285714285713,0.8285714285714286,0.29543192289449904,0.3240223463687151,0.6434433693796244,0.6852020489470689,0.43811188811188806,0.451048951048951
Fowler,chi2_20p,0.31838106210226036,0.3548387096774194,0.49428571428571433,0.6285714285714286,0.3858322834785387,0.4536082474226804,0.6746328969834945,0.7346044393853159,0.1891608391608392,0.19230769230769232
Fowler,chi2_50p,0.383598314608592,0.4166666666666667,0.5,0.6285714285714286,0.4298569373320483,0.4782608695652174,0.6936254980079681,0.7445645987478656,0.16013986013986015,0.1888111888111888
Fowler,f_classif_20,0.3486175115207374,0.3548387096774194,0.5942857142857141,0.6285714285714286,0.43919791548657533,0.4536082474226804,0.7198520204894706,0.7346044393853159,0.18531468531468534,0.1853146853146853
Fowler,f_classif_50,0.3968838920514707,0.4473684210526316,0.5057142857142857,0.6285714285714286,0.4404764390317607,0.4782608695652174,0.698474672737621,0.7445645987478656,0.15594405594405597,0.1888111888111888
Fowler,mutual_info_classif_20p,0.32871550617452255,0.4615384615384616,0.49714285714285705,0.5714285714285714,0.3773110791791018,0.4166666666666667,0.6712805919180421,0.7040409789413773,0.1972027972027972,0.24125874125874125
Fowler,mutual_info_classif_50p,0.3553655017100554,0.3620689655172414,0.5628571428571428,0.6,0.4354571194583275,0.4516129032258064,0.7103130335799659,0.7262948207171316,0.17832167832167833,0.18181818181818185
Fowler,recursive_elimination,0.3556970890337059,0.4,0.5285714285714285,0.6285714285714286,0.42463866913883397,0.48888888888888893,0.6975526465566306,0.7485486624928857,0.17482517482517484,0.1853146853146853
Traditional,all,0.18818253630566473,0.2933333333333333,0.4451612903225806,1.0,0.2507481624412383,0.3285024154589372,0.5541944017750469,0.6273681515616999,0.36750000000000005,0.8590909090909091
Traditional,chi2_20p,0.19328946539686925,0.3636363636363637,0.4774193548387096,1.0,0.2644462888477209,0.4472049689440994,0.5610641747738521,0.7069892473118279,0.3788636363636364,0.8590909090909091
Traditional,chi2_50p,0.18061984457889912,0.2286995515695067,0.4725806451612903,0.8225806451612904,0.25856617010030697,0.3578947368421053,0.5665813278716505,0.6837770950674177,0.36590909090909096,0.4340909090909091
Traditional,f_classif_20,0.24857629404597206,0.375,0.435483870967742,1.0,0.2656490849424715,0.37988826815642457,0.5759429936849292,0.6658559481140126,0.3231818181818182,0.8590909090909091
Traditional,f_classif_50,0.17592874677341755,0.21333333333333332,0.4935483870967742,1.0,0.2500028300754999,0.3344947735191637,0.553652500426694,0.6529697900665643,0.40318181818181814,0.8590909090909091
Traditional,mutual_info_classif_20p,0.2061228634388384,0.3333333333333333,0.4225806451612903,0.8387096774193549,0.2566775131875211,0.36464088397790057,0.5787506400409625,0.6720003413551802,0.3090909090909092,0.5204545454545455
Traditional,mutual_info_classif_50p,0.18695973595837728,0.26548672566371684,0.45,1.0,0.24934080618536641,0.3428571428571429,0.5641534391534392,0.6513910223587643,0.35386363636363644,0.8590909090909091
Traditional,recursive_elimination,0.16789140892594173,0.2380952380952381,0.4451612903225806,1.0,0.23192977150637714,0.31884057971014496,0.5409668885475337,0.6179808841099164,0.39022727272727276,0.8590909090909091
Traditional + Designite,all,0.16353747769416632,0.23170731707317074,0.421875,0.6875,0.2328780516718874,0.3333333333333333,0.5868339143426294,0.6713769920318725,0.2855123674911661,0.3957597173144876
Traditional + Designite,chi2_20p,0.21435012960531355,0.3333333333333333,0.434375,0.65625,0.2813597463343967,0.3783783783783784,0.615394671314741,0.6846987051792829,0.24452296819787983,0.303886925795053
Traditional + Designite,chi2_50p,0.13384898966462197,0.18461538461538465,0.325,0.5,0.18763441218724686,0.2644628099173554,0.5326195219123506,0.6045816733067729,0.30671378091872786,0.3674911660777385
Traditional + Designite,f_classif_20,0.156355258766417,0.2058823529411765,0.38125,0.5625,0.22019838973909617,0.28800000000000003,0.5621389442231076,0.6318476095617531,0.2978798586572438,0.3604240282685512
Traditional + Designite,f_classif_50,0.1356078338063464,0.19753086419753085,0.321875,0.5,0.18876800445195696,0.2831858407079646,0.5362363047808765,0.6205179282868525,0.29787985865724387,0.3604240282685512
Traditional + Designite,mutual_info_classif_20p,0.1769174626264809,0.2878787878787879,0.48125,1.0,0.25030338187043916,0.3877551020408164,0.5822584661354581,0.7032495019920318,0.3395759717314488,0.8869257950530035
Traditional + Designite,mutual_info_classif_50p,0.1824460424098376,0.24074074074074076,0.471875,0.71875,0.2593888425782659,0.3458646616541354,0.5966944721115538,0.7039965139442231,0.306713780918728,0.4734982332155477
Traditional + Designite,recursive_elimination,0.18777137098558644,0.25806451612903225,0.515625,0.84375,0.2668725621904108,0.3404255319148936,0.5980515438247012,0.6857569721115537,0.33816254416961133,0.7667844522968198
Traditional + Designite + Fowler,all,0.2949952053157529,0.4090909090909091,0.6666666666666667,1.0,0.40632559355845943,0.5714285714285714,0.6407657657657657,0.7802445302445302,0.37368421052631573,0.5052631578947369
Traditional + Designite + Fowler,chi2_20p,0.33556941555036834,0.4074074074074074,0.5428571428571428,0.6666666666666666,0.41318620678175844,0.4705882352941176,0.616023166023166,0.6644144144144143,0.34315789473684216,0.4842105263157895
Traditional + Designite + Fowler,chi2_50p,0.31287396668589795,0.4358974358974359,0.6380952380952382,0.8571428571428571,0.41882657117948785,0.5666666666666667,0.6474259974259974,0.7561132561132561,0.3473684210526316,0.4842105263157895
Traditional + Designite + Fowler,f_classif_20,0.34385675854119213,0.4565217391304348,0.7238095238095238,1.0,0.4606095722401924,0.626865671641791,0.6592020592020592,0.8310810810810811,0.37684210526315787,0.5473684210526316
Traditional + Designite + Fowler,f_classif_50,0.3394623200873201,0.42857142857142855,0.5761904761904761,0.8571428571428571,0.4243188996288727,0.5538461538461539,0.652960102960103,0.752895752895753,0.3042105263157895,0.3578947368421053
Traditional + Designite + Fowler,mutual_info_classif_20p,0.3483941244395499,0.5384615384615384,0.5761904761904761,0.7619047619047619,0.4277195968032566,0.5957446808510638,0.6360682110682111,0.7522522522522522,0.33052631578947367,0.42105263157894735
Traditional + Designite + Fowler,mutual_info_classif_50p,0.297604455892528,0.4230769230769231,0.5333333333333334,0.8571428571428571,0.3762056506412731,0.5625000000000001,0.60518018018018,0.7596525096525097,0.3547368421052632,0.5368421052631579
Traditional + Designite + Fowler,recursive_elimination,0.27081663275211665,0.41935483870967744,0.4523809523809524,0.6190476190476191,0.3361041577038466,0.5,0.5734877734877734,0.6879021879021879,0.3589473684210526,0.4631578947368421
Traditional + Fowler,all,0.29963902858262176,0.4,0.5242424242424243,0.7272727272727273,0.3782199569614026,0.5161290322580645,0.6222838137472284,0.7172949002217295,0.3211538461538462,0.4166666666666667
Traditional + Fowler,chi2_20p,0.31637925103204173,0.4,0.49393939393939396,0.6666666666666666,0.3838933197683114,0.4819277108433735,0.6063192904656318,0.681079083518108,0.32884615384615384,0.38461538461538464
Traditional + Fowler,chi2_50p,0.3493067395787183,0.4363636363636363,0.6424242424242426,0.8484848484848485,0.449885215275953,0.5454545454545455,0.6602365114560238,0.7494456762749446,0.32948717948717954,0.41025641025641024
Traditional + Fowler,f_classif_20,0.32470855749490524,0.42,0.6333333333333334,1.0,0.4207955351579966,0.5060240963855421,0.625609756097561,0.7002956393200295,0.37884615384615383,0.7820512820512819
Traditional + Fowler,f_classif_50,0.2912668946578315,0.4098360655737705,0.5333333333333333,0.7575757575757576,0.3752444590924833,0.5319148936170214,0.6195121951219512,0.7324464153732446,0.3307692307692308,0.38461538461538464
Traditional + Fowler,mutual_info_classif_20p,0.36960564522840256,0.46875,0.6606060606060605,0.9393939393939394,0.4592273336409856,0.5486725663716815,0.6766444937176644,0.7705099778270509,0.3141025641025641,0.40384615384615385
Traditional + Fowler,mutual_info_classif_50p,0.3051278562620138,0.4032258064516129,0.4878787878787879,0.7575757575757576,0.3718427963349575,0.5263157894736842,0.6187361419068736,0.7283813747228381,0.3057692307692308,0.36538461538461536
Traditional + Fowler,recursive_elimination,0.3060820940354623,0.425,0.4636363636363637,0.696969696969697,0.36435788059859525,0.5227272727272727,0.6106799704360679,0.7184035476718402,0.30448717948717946,0.39102564102564097
Designite,all,0.2369256344695166,0.2406103286384977,0.26706507304116867,0.27622841965471445,0.25103715826277434,0.25710754017305315,0.5363703743584222,0.5394655611787086,0.29365662503061474,0.29586088660298804
Designite,chi2_20p,0.20775193798449604,0.20775193798449607,0.17795484727755648,0.17795484727755645,0.19170243204577966,0.19170243204577966,0.5122506969120515,0.5122506969120515,0.2767572863090865,0.2767572863090865
Designite,chi2_50p,0.23415723265212773,0.2476007677543186,0.2628154050464807,0.3426294820717131,0.24706600802125694,0.28746518105849583,0.5346509457664836,0.5535970233181389,0.2937790840068577,0.3132500612294881
Designite,f_classif_20,0.23614200651612177,0.24830917874396136,0.2922974767596282,0.34130146082337315,0.25874115466966224,0.2874720357941834,0.5413589485900243,0.5538339135948697,0.301445015919667,0.31202547146705856
Designite,f_classif_50,0.2409479486946223,0.2495527728085868,0.2903054448871183,0.3705179282868526,0.26296544612162753,0.2982362373062533,0.5418794491702859,0.5592829881674504,0.29933872152828805,0.3215772716140093
Designite,mutual_info_classif_20p,0.2606068193417459,0.2633410672853828,0.3062416998671979,0.31208499335989376,0.2815396480994664,0.282791817087846,0.5548475766603257,0.5553850663412416,0.28824393828067596,0.29218711731569924
Designite,mutual_info_classif_50p,0.2584229434094535,0.26,0.3120849933598938,0.3147410358565737,0.2827234079339539,0.2831215970961888,0.5547812354186856,0.5553784860557769,0.2920401665442077,0.2946362968405584
Designite,recursive_elimination,0.2352384250968731,0.2443792766373412,0.26905710491367857,0.3320053120849933,0.25075677179691963,0.28153153153153154,0.5357898137181006,0.5499365899764306,0.29586088660298804,0.3125153073720304
Designite + Fowler,all,0.174736528655223,0.18601523980277904,0.8334905660377359,0.9787735849056604,0.2888469892033249,0.3126177024482109,0.6583473902391964,0.7080109015324707,0.47611613256642016,0.4998630512188442
Designite + Fowler,chi2_20p,0.17882326315710834,0.18482576091751213,0.9224056603773583,0.9882075471698112,0.2995076700649951,0.3114083983649201,0.6834680920417936,0.7077697171857733,0.49997261024376877,0.5075321829635716
Designite + Fowler,chi2_50p,0.17483629023348043,0.1855855855855856,0.8702830188679245,0.9716981132075472,0.29115082104474665,0.31164901664145234,0.6655102729914459,0.7057127070531073,0.49170090386195564,0.4984935634072857
Designite + Fowler,f_classif_20,0.18084921793924874,0.18684807256235827,0.9165094339622641,0.9882075471698112,0.3020450204547719,0.3134271586154431,0.6859739608608966,0.7088543158842548,0.4910161599561764,0.5056149000273897
Designite + Fowler,f_classif_50,0.1748189230084935,0.18365553602811951,0.8766509433962264,0.9858490566037736,0.29145880840252913,0.30962962962962964,0.6666954747969667,0.7050410451906379,0.4944946589975349,0.5105450561490003
Designite + Fowler,mutual_info_classif_20p,0.18017766610854474,0.18515245249668585,0.934433962264151,0.9929245283018868,0.302039934311903,0.3118719761816152,0.688366655752466,0.7090436090533295,0.5005477951246234,0.5089016707751302
Designite + Fowler,mutual_info_classif_50p,0.17862221797034633,0.1860258121940365,0.8922169811320755,0.9858490566037736,0.2976271086275534,0.3129913889928866,0.6767871394659448,0.7095343826557758,0.4886058614078334,0.5026020268419611
Designite + Fowler,recursive_elimination,0.17536782689535563,0.18618214445939885,0.8412735849056604,0.9787735849056604,0.29018722521995616,0.31285337353938936,0.6609218869678596,0.7083207868748941,0.47754039989044095,0.4993152560942208
Fowler,all,0.18654363853553907,0.19401778496362165,0.8620758483033931,0.9580838323353292,0.30651790669183526,0.3226890756302521,0.6486752702939962,0.6797323995060015,0.5089248434237996,0.5258350730688935
Fowler,chi2_20p,0.18872547669540152,0.19005102040816327,0.8702594810379243,0.8922155688622755,0.31010481623705216,0.31335436382754994,0.6539679272496736,0.6601576193155568,0.505767223382046,0.5112212943632568
Fowler,chi2_50p,0.18549240101075112,0.19216182048040456,0.8395209580838323,0.9101796407185628,0.3037543776915737,0.3173277661795407,0.64286164986149,0.6673383943610827,0.5023747390396658,0.5120041753653445
Fowler,f_classif_20,0.1891550753622636,0.19005102040816327,0.8754491017964074,0.8922155688622755,0.31102117428301834,0.31335436382754994,0.6556320861728959,0.6601576193155568,0.5067066805845512,0.5112212943632568
Fowler,f_classif_50,0.1867736406699348,0.19237217099748533,0.8550898203592814,0.9161676646706588,0.30650291769923316,0.3179771388985106,0.647779074094381,0.6688313556016157,0.5053235908141962,0.5138308977035491
Fowler,mutual_info_classif_20p,0.18424890617403983,0.18424890617403986,0.7564870259481039,0.7564870259481038,0.29632525410476923,0.2963252541047693,0.6263671995546582,0.6263671995546582,0.4697286012526095,0.4697286012526096
Fowler,mutual_info_classif_50p,0.18806075602955555,0.19356187290969898,0.8774451097804393,0.9261477045908184,0.3097033710336831,0.3200829588662288,0.6540482828998263,0.6726205349732837,0.5109342379958246,0.5146137787056367
Fowler,recursive_elimination,0.18669601027321173,0.19285424279334146,0.8638722554890219,0.9481037924151696,0.3068437952590602,0.3205128205128205,0.6490631166367355,0.6756430099872306,0.5095772442588726,0.5255741127348643
Traditional,all,0.22569798947557768,0.3134461264470169,0.5952195121951218,0.7141463414634146,0.3267011240398034,0.43044940385203306,0.5682426990330207,0.6512890423197779,0.44775704644700276,0.5285827709408495
Traditional,chi2_20p,0.2264362171914641,0.2514204545454545,0.632780487804878,0.7190243902439024,0.33220001464888155,0.3686539963551158,0.5415584472415867,0.582719454455945,0.512544660579595,0.5960698689956332
Traditional,chi2_50p,0.2319045034644565,0.2847514743049705,0.6870243902439024,0.9980487804878048,0.34432600214672265,0.3977640482494851,0.5475490752614977,0.6181936754328919,0.5351726875744343,0.7903930131004366
Traditional,f_classif_20,0.22872857496443277,0.24724467303453346,0.6682926829268292,0.7239024390243902,0.34035268342244696,0.3592207099012543,0.5449238146754756,0.5729973926203255,0.5282453354505756,0.6125446605795951
Traditional,f_classif_50,0.23386893378307289,0.2498252969951083,0.6738536585365852,0.72,0.34712312804645845,0.3704819277108434,0.5546442476585244,0.5832743583354099,0.5160579595077411,0.5512107979356887
Traditional,mutual_info_classif_20p,0.2270477470739932,0.25299401197604793,0.5862439024390245,0.824390243902439,0.3249780068003931,0.3871706758304696,0.5413277822686027,0.6013304321929338,0.48531163159984125,0.5309646685192537
Traditional,mutual_info_classif_50p,0.23569405864272394,0.27406609195402304,0.6566829268292682,0.744390243902439,0.3463204669951786,0.4006300866369126,0.5551543216254491,0.6203884934937065,0.505061532354109,0.573243350535927
Traditional,recursive_elimination,0.21719942138578469,0.2541159627773801,0.5791219512195122,0.6926829268292682,0.3158619088739606,0.3718250851008117,0.5453920247002121,0.5866853457968918,0.47461294164350926,0.5279872965462485
Traditional + Designite,all,0.22420710807360708,0.27624309392265195,0.708366533864542,0.7835325365205843,0.3400986951995423,0.4008746355685132,0.5751592429082468,0.6488394769271263,0.5089150134704873,0.5716385011021308
Traditional + Designite,chi2_20p,0.21217403672074955,0.2924251321197886,0.6583001328021248,0.7304116865869854,0.31905083564729064,0.4055374592833877,0.5482791955301917,0.6497463599057224,0.5211609110947834,0.6203771736468283
Traditional + Designite,chi2_50p,0.2184734483608088,0.24470134874759156,0.6819389110225764,0.7317397078353254,0.3306303070711418,0.35913750441852244,0.563852338394171,0.6018819616429177,0.510678422728386,0.579965711486652
Traditional + Designite,f_classif_20,0.23536290286458508,0.35654008438818563,0.655776892430279,0.7317397078353254,0.34377740956610253,0.4662068965517242,0.5793899477166409,0.6992659990667958,0.46882194464854277,0.5777614499142787
Traditional + Designite,f_classif_50,0.22281351378889597,0.24904761904761905,0.6930942895086323,0.7768924302788844,0.33692201228830787,0.3757225433526011,0.5717723699795413,0.6217795484727755,0.5048003918687239,0.5628214548126378
Traditional + Designite,mutual_info_classif_20p,0.2160428848029472,0.23252200932159506,0.6869853917662685,0.7304116865869854,0.32825831375595205,0.3372164316370325,0.5607599631504013,0.5756182477298015,0.518907665931913,0.5686994856722998
Traditional + Designite,mutual_info_classif_50p,0.22049176366483278,0.24174246050741985,0.6831341301460825,0.7011952191235059,0.3331987823686173,0.3553835327234342,0.5678583563643325,0.5974875273680054,0.5048983590497185,0.5368601518491305
Traditional + Designite,recursive_elimination,0.2285037119844433,0.28651685393258425,0.6594953519256309,0.6958831341301461,0.33841504524010063,0.3898089171974522,0.5746125408276803,0.6331592548724022,0.4789615478814596,0.5564535880480039
Traditional + Designite + Fowler,all,0.20608698839335182,0.2386877828054299,0.7550335570469798,1.0,0.32120598360542735,0.3570219966159052,0.5658666368804305,0.6157123980455159,0.5573684210526315,0.8251461988304094
Traditional + Designite + Fowler,chi2_20p,0.2502238340045302,0.421875,0.6620805369127518,0.8154362416107382,0.3434401431302436,0.4741833508956796,0.5930445177481605,0.7266669201665493,0.4519298245614035,0.6099415204678362
Traditional + Designite + Fowler,chi2_50p,0.17844917152694076,0.22510373443983406,0.6476510067114093,0.8053691275167785,0.27841235351442606,0.3438985736925515,0.5422745118542884,0.5995755461338099,0.5263742690058479,0.6976608187134503
Traditional + Designite + Fowler,f_classif_20,0.1737083717824854,0.2204724409448819,0.6375838926174495,0.8389261744966443,0.27062987355296286,0.3406179351921628,0.5288486035325209,0.5948461889461376,0.5419883040935672,0.7690058479532164
Traditional + Designite + Fowler,f_classif_50,0.17688170368764214,0.22422680412371132,0.5879194630872482,0.8053691275167785,0.26958434255764063,0.34267912772585674,0.540347833526627,0.5978810578550108,0.49064327485380116,0.6713450292397661
Traditional + Designite + Fowler,mutual_info_classif_20p,0.21289591643386885,0.24285714285714285,0.7614093959731544,1.0,0.3310714330452068,0.3686337914308812,0.5768803353803449,0.6307797973268437,0.5433333333333333,0.8257309941520468
Traditional + Designite + Fowler,mutual_info_classif_50p,0.18487848085939906,0.2494331065759637,0.6889261744966442,0.8590604026845637,0.2909159755032774,0.3728813559322034,0.5605749852653193,0.6347082533224329,0.5230409356725146,0.6146198830409356
Traditional + Designite + Fowler,recursive_elimination,0.20551444288658544,0.2378490175801448,0.7567114093959731,1.0,0.32121193026638917,0.3636363636363637,0.5633415403920375,0.6249287031579748,0.5626315789473686,0.8251461988304094
Traditional + Fowler,all,0.2075186104922845,0.2416582406471183,0.6912429378531074,0.8418079096045198,0.3179768204882164,0.3668478260869565,0.5489886862073667,0.6119785497383327,0.5410269709543568,0.6462655601659751
Traditional + Fowler,chi2_20p,0.18922655194627794,0.2389558232931727,0.5887005649717514,0.7288135593220338,0.2855671329229392,0.3588317107093185,0.5442232176828262,0.6020179613636853,0.4839211618257262,0.6213692946058091
Traditional + Fowler,chi2_50p,0.21572729011253355,0.28613138686131384,0.6915254237288135,0.7514124293785308,0.326575966671586,0.37728585178055823,0.5558008313053217,0.6214994364640091,0.5300829875518672,0.6192946058091287
